Rank,Name,Poss,Offense,Defense,Above Avg,Above Rep,off/100,Def/100,Ovr/100
632,Otis Thorpe,15338.7,-37.6,-50.7,-90.1,216.7,-0.25,-0.33,-0.59
633,Allan Houston,45461.5,-238.3,-32.3,-267.9,641.3,-0.52,-0.07,-0.59
634,J.R. Henderson,613.6,-4.3,0.7,-3.6,8.7,-0.7,0.11,-0.59
635,Daniel Santiago,2787.5,-26.5,10,-16.5,39.3,-0.95,0.36,-0.59
636,Ronny Turiaf,17312.5,-167.3,68.3,-102.8,243.4,-0.97,0.39,-0.59
637,Shelvin Mack,5932.5,-20.5,-15,-35.5,83.2,-0.35,-0.25,-0.6
638,Brandin Knight,5,0,0,0,0.1,-0.2,-0.4,-0.6
639,Guy Rucker,7.5,0,0,0,0.1,-0.43,-0.19,-0.6
640,Ratko Varda,11.5,0,0,-0.1,0.2,-0.31,-0.38,-0.6
641,Randy Holcomb,19,0,-0.1,-0.1,0.3,-0.19,-0.42,-0.6
642,Dan McClintock,115.5,-0.2,-0.6,-0.7,1.6,-0.2,-0.5,-0.6
643,Noel Felix,154.5,-0.3,-0.6,-0.9,2.2,-0.2,-0.4,-0.6
644,Aaron Miles,228.5,-1.6,0.2,-1.4,3.2,-0.7,0.1,-0.6
645,Alvin Jones,238.5,0.2,-1.7,-1.4,3.3,0.1,-0.7,-0.6
646,Allan Ray,1356.5,-12.2,4.1,-8.1,19,-0.9,0.3,-0.6
647,Moochie Norris,14093.8,-9,-79.1,-84.9,197,-0.06,-0.56,-0.6
648,Kawhi Leonard,12021.5,-37.4,-32,-72.7,167.8,-0.31,-0.27,-0.6
649,Michael Hawkins,1334.6,-0.1,-8,-8.1,18.6,-0.01,-0.6,-0.6
650,Tony Farmer,2815.9,22.2,-39.2,-17.1,39.2,0.79,-1.39,-0.61
651,Malik Rose,28149.7,-170.1,-4.3,-171.9,391.1,-0.6,-0.02,-0.61
652,Jamison Brewer,864,-3.8,-2.1,-5.3,12,-0.43,-0.25,-0.61
653,Dee Brown,10614.1,21.2,-86.5,-65.4,146.8,0.2,-0.82,-0.62
654,Greg Buckner,21986,-49.6,-83.8,-136.3,303.5,-0.23,-0.38,-0.62
655,Elmore Spencer,11.8,0,0,-0.1,0.2,-0.31,-0.32,-0.62
656,Sasha Danilovic,3391.3,-64.8,43.7,-21,46.8,-1.91,1.29,-0.62
657,Jerry Stackhouse,57360.7,161.3,-506.6,-356.5,790.7,0.28,-0.88,-0.62
658,Michael Stewart,6477.7,-88.6,48.5,-40.4,89.1,-1.37,0.75,-0.62
659,Steve Kerr,13997.3,-35,-53.3,-87.6,192.3,-0.25,-0.38,-0.63
660,Jake Voskuhl,12579,-126.2,49,-78.8,172.7,-1,0.39,-0.63
661,Tracy Murray,15564.2,156.9,-254.7,-97.7,213.6,1.01,-1.64,-0.63
662,Erick Strickland,20175.2,-90.6,-36.1,-126.7,276.8,-0.45,-0.18,-0.63
663,Chris Singleton,5166.5,-117.3,84.8,-32.7,70.6,-2.27,1.64,-0.63
664,Andrae Patterson,616.1,-5.6,1.6,-3.9,8.4,-0.91,0.26,-0.63
665,Micheal Williams,463.5,2.2,-5.1,-2.9,6.3,0.47,-1.11,-0.64
666,Doug Overton,6257.4,-14.6,-25,-40.4,84.8,-0.23,-0.4,-0.65
667,Mario Kasun,1094.5,2.4,-9.4,-7.1,14.8,0.22,-0.86,-0.65
668,Mark Bryant,11023,-69.3,-2.3,-72.2,148.3,-0.63,-0.02,-0.65
669,Sean May,3551,-11.4,-11.8,-23.3,47.7,-0.32,-0.33,-0.66
670,Jamal Sampson,1197.5,-7.7,0,-7.9,16.1,-0.65,0,-0.66
671,Monta Ellis,46433.5,-143.9,-164.4,-306.4,622.3,-0.31,-0.35,-0.66
672,Lavoy Allen,8337,-178.1,123.2,-55.4,111.3,-2.14,1.48,-0.66
673,Negele Knight,108.1,-0.2,-0.5,-0.7,1.4,-0.2,-0.47,-0.67
674,Robert Archibald,606.5,-6.8,2.5,-4.1,8,-1.12,0.42,-0.68
675,Gerald Madkins,453.4,-3.4,0.4,-3.1,6,-0.76,0.08,-0.68
676,Anthony Mason,35665.6,59.6,-302.7,-242.7,470.6,0.17,-0.85,-0.68
677,Jud Buechler,9281.5,-90,27.8,-63.3,122.3,-0.97,0.3,-0.68
678,Derrick McKey,11795.9,-51.5,-29.6,-80.5,155.4,-0.44,-0.25,-0.68
679,Bryce Drew,7641.5,-61.4,11.9,-52.2,100.6,-0.8,0.16,-0.68
680,Tony Delk,24781.6,41.5,-206,-170.1,325.5,0.17,-0.83,-0.69
681,Jeff Trepagnier,534,-2.8,-0.9,-3.7,7,-0.52,-0.17,-0.69
682,Rashad McCants,9597,-84.1,20.1,-66,126,-0.88,0.21,-0.69
683,Marquis Daniels,23600,-197.3,37.4,-163.1,308.9,-0.84,0.16,-0.69
684,Jerome Moiso,2653.5,-38.3,20,-18.4,34.7,-1.44,0.75,-0.69
685,Reggie Evans,28549,-275.4,83.3,-199.3,371.6,-0.96,0.29,-0.7
686,Deng Gai,8.5,0,0,-0.1,0.1,-0.19,-0.42,-0.7
687,Seth Curry,15,-0.1,0,-0.1,0.2,-0.5,-0.2,-0.7
688,Terrance Roberson,24.5,0,-0.1,-0.2,0.3,-0.2,-0.51,-0.7
689,Peter John Ramos,42.5,-0.3,0,-0.3,0.6,-0.72,0,-0.7
690,Alvin Sims,52,-0.1,-0.2,-0.4,0.7,-0.26,-0.44,-0.7
691,Tito Maddox,68,-0.1,-0.4,-0.5,0.9,-0.19,-0.51,-0.7
692,Arinze Onuaku,115,-0.1,-0.7,-0.8,1.5,-0.1,-0.6,-0.7
693,Cezary Trybanski,189,-1,-0.4,-1.3,2.5,-0.51,-0.2,-0.7
694,Dionte Christmas,705,-0.7,-4.2,-4.9,9.2,-0.1,-0.6,-0.7
695,Kentavious Caldwell-Pope,5000,-80,50,-35,65,-1.6,1,-0.7
696,Robert Covington,77,-0.3,-0.2,-0.5,1,-0.4,-0.3,-0.7
697,Steve Novak,10407,23.2,-93.1,-73,135.1,0.22,-0.89,-0.7
698,Von Wafer,5058,-44.9,10.5,-35.5,65.6,-0.89,0.21,-0.7
699,Randy Livingston,5548.6,-31.5,-7.9,-39.3,71.7,-0.57,-0.14,-0.71
700,Walter McCarty,21806.4,-54.6,-100.5,-154.9,281.3,-0.25,-0.46,-0.71
701,Nick Van Exel,43663.1,764.9,-1063.3,-312.2,561.1,1.75,-2.44,-0.71
702,Jimmy King,47,-0.2,-0.1,-0.3,0.6,-0.5,-0.22,-0.72
703,Jason Smith,12129,-117.5,30.8,-87.7,154.9,-0.97,0.25,-0.72
704,Nicolas Batum,26841.5,261.7,-456.5,-194.7,342.1,0.98,-1.7,-0.73
705,Joel Freeland,3392,-29,4.4,-24.6,43.2,-0.86,0.13,-0.73
706,Bob Sura,28130.7,-59.3,-144.1,-205,357.6,-0.21,-0.51,-0.73
707,Kevin Martin,40493,471,-758.9,-295.7,514.1,1.16,-1.87,-0.73
708,DeMarcus Cousins,19076.5,-88.3,-52,-140.3,241.3,-0.46,-0.27,-0.74
709,Lou Roe,216.4,-1.2,-0.4,-1.6,2.7,-0.57,-0.17,-0.74
710,Reece Gaines,1107,-8.9,0.6,-8.2,13.9,-0.8,0.06,-0.74
711,Dan Dickau,8600.5,4,-66.7,-63.9,108.1,0.05,-0.78,-0.74
712,Donte Greene,8470.5,-86.4,27.1,-63.2,106.2,-1.02,0.32,-0.75
713,Elden Campbell,30943.2,-338.4,107.9,-231.4,387.5,-1.09,0.35,-0.75
714,Jamie Feick,8469.2,97,-160.5,-63.5,105.8,1.15,-1.9,-0.75
715,Chucky Atkins,34831.6,124.2,-384.9,-261.5,435.1,0.36,-1.1,-0.75
716,Antonio Daniels,40607.8,408.7,-699.2,-305.9,506.3,1.01,-1.72,-0.75
717,Ivano Newbill,2148.5,-8.4,-7.9,-16.5,26.5,-0.39,-0.37,-0.77
718,Trajan Langdon,3370.3,-29,3,-25.8,41.6,-0.86,0.09,-0.77
719,Shawnelle Scott,1230.2,-3.8,-5.7,-9.4,15.2,-0.31,-0.47,-0.77
720,Carl Thomas,1011.3,-3.4,-4.5,-7.8,12.4,-0.33,-0.45,-0.77
721,Ronald Murray,22685,-128.3,-49.5,-174.7,279,-0.57,-0.22,-0.77
722,Kebu Stewart,225.3,-0.7,-1.1,-1.8,2.7,-0.31,-0.48,-0.78
723,Dion Waiters,8637,39.5,-106.9,-67.4,105.3,0.46,-1.24,-0.78
724,Luther Head,15018.5,-196,79.8,-117.3,183.1,-1.31,0.53,-0.78
725,Greg Monroe,20260,18.9,-178.7,-160.2,245,0.09,-0.88,-0.79
726,Tim James,487.6,-2.9,-1,-3.9,5.9,-0.59,-0.21,-0.8
727,Joe Wolf,2207,-11.3,-6.3,-17.6,26.6,-0.51,-0.29,-0.8
728,Voshon Lenard,30492.9,114.2,-356.2,-243,366.9,0.37,-1.17,-0.8
729,Doug West,7297,-78.9,21,-58.2,87.8,-1.08,0.29,-0.8
730,DerMarr Johnson,11759,-88.5,-1.6,-93.9,141.3,-0.75,-0.01,-0.8
731,Matt Carroll,14565,-10.5,-103.3,-116.5,174.8,-0.07,-0.71,-0.8
732,Lionel Chalmers,765.5,-3.1,-3.1,-6.1,9.2,-0.4,-0.4,-0.8
733,Matthew Dellavedova,3062,3.1,-27.6,-24.5,36.7,0.1,-0.9,-0.8
734,Tony Bobbitt,23,-0.1,-0.1,-0.2,0.3,-0.31,-0.38,-0.8
735,Norm Richardson,132.5,-0.8,-0.3,-1.1,1.6,-0.6,-0.2,-0.8
736,Victor Alexander,190.5,-1,-0.6,-1.5,2.3,-0.5,-0.3,-0.8
737,Melvin Sanders,209,-1.2,-0.4,-1.7,2.5,-0.59,-0.2,-0.8
738,Al Harrington,56036.5,-181.5,-269.2,-448.9,671.9,-0.32,-0.48,-0.8
739,Michael Smith,14374.9,17,-133.5,-116.1,171.4,0.12,-0.93,-0.81
740,Paul Grant,211.4,-1.3,-0.6,-1.7,2.5,-0.61,-0.29,-0.81
741,Scott Brooks,1119.3,-12.4,3.3,-9.1,13.3,-1.11,0.29,-0.81
742,Chris Carr,7781.9,-74.6,10.3,-63.5,92.2,-0.96,0.13,-0.82
743,Erick Barkley,493,-2.8,-1.2,-4,5.8,-0.58,-0.25,-0.82
744,Evan Fournier,4537,-66.2,29.2,-37.1,53.7,-1.46,0.64,-0.82
745,Chris Jefferies,1668.5,-14.1,0.1,-13.7,19.7,-0.85,0,-0.82
746,Danny Fortson,17316.6,3.8,-151.9,-143.3,203,0.02,-0.88,-0.83
747,Mark Pope,3335.8,-29.1,2.2,-27.6,39.1,-0.87,0.07,-0.83
748,Chris King,80.3,-0.4,-0.2,-0.7,0.9,-0.56,-0.27,-0.83
749,DeSagana Diop,16649.5,-320,186,-139.8,193.2,-1.92,1.12,-0.84
750,Sean Elliott,12185.9,-115.3,14.9,-102.8,140.9,-0.95,0.12,-0.84
751,Mengke Bateer,928.5,-13.9,5.9,-7.8,10.7,-1.49,0.63,-0.84
752,Damon Stoudamire,52373.9,147.9,-590,-447.6,599.9,0.28,-1.13,-0.85
753,Bobby Hurley,2989.5,-26,0.4,-25.6,34.1,-0.87,0.01,-0.86
754,Vinny Del Negro,14317.5,170,-292.7,-122.9,163.4,1.19,-2.04,-0.86
755,Robert Swift,2906.5,-31.5,7.4,-25,33.1,-1.08,0.25,-0.86
756,Nikola Vucevic,11403.5,-161.8,64.8,-98.5,129.5,-1.42,0.57,-0.86
757,Marko Milic,454.4,-3.6,-0.3,-3.9,5.1,-0.8,-0.07,-0.87
758,Dexter Boney,89.9,-0.2,-0.6,-0.8,1,-0.22,-0.65,-0.87
759,J.R. Reid,5954.4,-81.7,29.4,-52,67.1,-1.37,0.49,-0.87
760,Marvin Williams,37605.5,-235.7,-87.5,-329.3,422.8,-0.63,-0.23,-0.88
761,Lester Hudson,1027,-6.3,-2.1,-9,11.5,-0.61,-0.2,-0.88
762,Gordon Hayward,17773,31.6,-185.7,-156.3,199.2,0.18,-1.04,-0.88
763,Mahmoud Abdul-Rauf,6114.8,11.9,-65.6,-53.8,68.4,0.19,-1.07,-0.88
764,Tom Gugliotta,25067.4,-143.1,-78.9,-220.9,280.5,-0.57,-0.31,-0.88
765,Morris Peterson,38026,2.3,-336.2,-337,423.5,0.01,-0.88,-0.89
766,Sam Mack,7863.6,-149.4,78.9,-70.5,86.8,-1.9,1,-0.9
767,Art Long,2269.5,-16.4,-2.1,-20.4,25,-0.72,-0.09,-0.9
768,T.J. Ford,23927.5,-232.5,29.2,-215.1,263.5,-0.97,0.12,-0.9
769,Justin Hamilton,18,-0.1,-0.1,-0.2,0.2,-0.5,-0.4,-0.9
770,Ken Johnson,290.5,-0.9,-1.5,-2.6,3.2,-0.3,-0.5,-0.9
771,Garth Joseph,29,-0.1,-0.2,-0.3,0.3,-0.3,-0.7,-0.9
772,Jamal Robinson,133.5,-1.3,0.1,-1.2,1.5,-0.97,0.1,-0.9
773,Dwight Buycks,456,-2.3,-1.8,-4.1,5,-0.5,-0.4,-0.9
774,Lloyd Daniels,769.7,-2.1,-4.8,-6.9,8.5,-0.28,-0.62,-0.9
775,Brian Evans,2178.3,-5.4,-14.2,-19.6,23.9,-0.25,-0.65,-0.9
776,Omar Cook,398,-2,-1.6,-3.6,4.4,-0.5,-0.41,-0.91
777,Othello Hunter,270,-2,-0.5,-2.4,3,-0.73,-0.18,-0.91
778,LaSalle Thompson,286.9,-3.3,0.7,-2.6,3.1,-1.14,0.23,-0.91
779,Randolph Childress,301.1,-4.2,1.4,-2.7,3.3,-1.39,0.48,-0.91
780,Andrew Bynum,24690,-394.5,171,-226.5,267.3,-1.6,0.69,-0.92
781,John Lucas,5857,-74.9,21.2,-53.8,63.3,-1.28,0.36,-0.92
782,Charlie Bell,18210.5,-166.4,-0.9,-167.4,196.8,-0.91,0,-0.92
783,Anthony Goldwire,8285.9,-33.8,-42.7,-76.4,89.3,-0.41,-0.52,-0.92
784,Matt Freije,1084.5,-14.7,4.6,-10,11.6,-1.35,0.43,-0.93
785,Wayne Ellington,10871.5,-80.6,-21.2,-100.9,116.6,-0.74,-0.19,-0.93
786,Linas Kleiza,17035,-117.1,-36.3,-158.4,182.3,-0.69,-0.21,-0.93
787,Ed O'Bannon,1592.8,-1.3,-13.5,-14.8,17,-0.08,-0.85,-0.93
788,Tony Battie,35252.6,-602.6,281,-328.1,376.9,-1.71,0.8,-0.93
789,Larry Hughes,46635.6,-122,-306.3,-434.9,497.8,-0.26,-0.66,-0.93
790,James Anderson,9479,-69.6,-18.6,-88.8,100.8,-0.73,-0.2,-0.94
791,Lorenzen Wright,35840.1,-442.9,98,-336.5,380.3,-1.24,0.27,-0.94
792,Leandro Barbosa,34363.5,350.7,-666.3,-323.1,364.2,1.02,-1.94,-0.94
793,Walter Herrmann,3750.5,-33.4,-2.1,-35.6,39.5,-0.89,-0.06,-0.95
794,Kendrick Perkins,36206,-810.9,477.1,-344.6,379.5,-2.24,1.32,-0.95
795,Jason Sasser,201.2,-1.5,-0.4,-1.9,2.1,-0.74,-0.21,-0.95
796,Lee Mayberry,7502.1,-9.3,-62.2,-71.5,78.6,-0.12,-0.83,-0.95
797,A.J. Guyton,2300.5,-21.8,-1.2,-22,24,-0.95,-0.05,-0.95
798,Kirk Snyder,6563,-15.9,-45.3,-62.8,68.4,-0.24,-0.69,-0.96
799,Wilson Chandler,25020.5,-158.8,-69.3,-241.2,259.3,-0.63,-0.28,-0.96
800,Ha Seung-Jin,584,-1.9,-3.7,-5.6,6,-0.33,-0.64,-0.97
801,Quincy Pondexter,6412,-55.8,-6.1,-62.1,66.1,-0.87,-0.1,-0.97
802,Shaun Livingston,22214.5,-259,48.4,-215.3,229,-1.17,0.22,-0.97
803,Dean Garrett,13912.2,-41.9,-92.6,-135,143.2,-0.3,-0.67,-0.97
804,Dell Curry,13989.3,61.7,-199.3,-135.8,144,0.44,-1.42,-0.97
805,Chris Johnson,2842,-20.9,-7.9,-27.6,29.2,-0.74,-0.28,-0.97
806,Bryant Reeves,18492.3,-115.5,-69.1,-180.6,189.2,-0.62,-0.37,-0.98
807,William Cunningham,386.1,-2.7,-1.1,-3.8,3.9,-0.7,-0.29,-0.98
808,Donyell Marshall,44103.5,-123.2,-308.5,-432,450,-0.28,-0.7,-0.98
809,Eddie Robinson,10802.3,53.2,-155.1,-106,110,0.49,-1.44,-0.98
810,Al Jefferson,43444,213.9,-620.5,-427.2,441.7,0.49,-1.43,-0.98
811,Dorell Wright,22958,-246.5,21.5,-226.3,232.9,-1.07,0.09,-0.99
812,Martell Webster,27627.5,17.8,-296.6,-272.5,280,0.06,-1.07,-0.99
813,Ennis Whatley,41.7,-0.3,-0.1,-0.4,0.4,-0.67,-0.31,-0.99
814,Ricky Pierce,3444.5,24.6,-58.7,-34.1,34.8,0.71,-1.7,-0.99
815,Dion Glover,11786.7,-59.4,-56.7,-117.8,118,-0.5,-0.48,-1
816,Matt Walsh,9,0,0,-0.1,0.1,-0.4,-0.5,-1
817,Ibo Kutluay,17.5,-0.1,-0.1,-0.2,0.2,-0.78,-0.31,-1
818,Derrick Zimmerman,53,-0.3,-0.3,-0.5,0.5,-0.49,-0.51,-1
819,Willie Warren,252,-1.5,-1,-2.5,2.5,-0.61,-0.4,-1
820,Nick Fazekas,495,-5,0,-5,5,-1,0,-1
821,Kevin Burleson,669,-4.7,-2,-6.7,6.7,-0.7,-0.3,-1
822,Andre Roberson,758,-4.5,-3,-7.6,7.6,-0.6,-0.4,-1
823,Nick Calathes,3139,-34.5,3.1,-31.4,31.4,-1.1,0.1,-1
824,Patrick Patterson,12740,-73.9,-51.4,-128.1,126.7,-0.58,-0.4,-1.01
825,Lonny Baxter,3575.5,-17.7,-18.5,-36.1,35.4,-0.5,-0.52,-1.01
826,Qyntel Woods,3870.5,-15.5,-23.7,-39.1,38.3,-0.4,-0.61,-1.01
827,Perry Jones,2941,-27.9,-4.3,-29.7,29.1,-0.95,-0.15,-1.01
828,Roger Mason,18189,-12,-170.9,-184.3,179.5,-0.07,-0.94,-1.01
829,Jamal Crawford,61986.5,406.8,-1008.5,-629.2,610.6,0.66,-1.63,-1.02
830,Vitaly Potapenko,22187.5,-343.7,118.3,-225.3,218.5,-1.55,0.53,-1.02
831,Kenneth Faried,12615,122.6,-250.9,-128.2,124.1,0.97,-1.99,-1.02
832,Alex Acker,454.5,-2.1,-2.5,-4.6,4.5,-0.47,-0.55,-1.02
833,Ruben Wolkowyski,643.5,-5.7,-0.2,-6.6,6.3,-0.88,-0.03,-1.02
834,Renaldo Balkman,5914,-136.8,78.3,-60.6,57.6,-2.31,1.32,-1.03
835,Thomas Gardner,318,-4.5,1.2,-3.3,3.1,-1.4,0.37,-1.03
836,Kyle O'Quinn,3857,-6,-31,-40,37.2,-0.16,-0.8,-1.04
837,Josh Davis,975,-7.6,-2.3,-10.1,9.4,-0.78,-0.23,-1.04
838,Jumaine Jones,19613.2,13.2,-219.9,-204.3,188,0.07,-1.12,-1.04
839,Michael Kidd-Gilchrist,7363,-76.8,0,-76.9,70.4,-1.04,0,-1.04
840,Mark Davis,6389.6,-48.8,-17.9,-66.7,61,-0.76,-0.28,-1.04
841,Brandon Williams,330,-3.1,-0.4,-3.5,3.1,-0.93,-0.12,-1.05
842,Josh McRoberts,15406.5,-102.6,-53.1,-161.5,146.7,-0.67,-0.34,-1.05
843,Ray Owes,1151.3,-14.7,2.6,-12.1,10.9,-1.28,0.23,-1.05
844,Pat Garrity,22454.9,104.9,-338,-235.9,213.2,0.47,-1.51,-1.05
845,Zeljko Rebraca,6262.5,-45.9,-19.9,-65.8,59.4,-0.73,-0.32,-1.05
846,Sebastian Telfair,22363,-173.2,-58.4,-235.1,212.2,-0.77,-0.26,-1.05
847,Mateen Cleaves,3723,-53.6,15,-39.1,35.3,-1.44,0.4,-1.05
848,Kevin Ollie,19748,-159.6,-40.2,-207.7,187.2,-0.81,-0.2,-1.05
849,David Benoit,3144.5,-15.7,-17.4,-33.1,29.8,-0.5,-0.55,-1.05
850,Toney Douglas,11144,-12.7,-105.5,-117.5,105.4,-0.11,-0.95,-1.05
851,Vladimir Stepania,6826.9,-90.3,19.3,-72.5,64,-1.32,0.28,-1.06
852,Alexander Johnson,2469,7.4,-32.1,-26.3,23.1,0.3,-1.3,-1.06
853,Dan Langhi,2336,-14.6,-11.3,-24.9,21.9,-0.63,-0.48,-1.06
854,Chris Whitney,17976.8,-104.6,-89.3,-191.8,167.8,-0.58,-0.5,-1.07
855,Luc Longley,13189.7,-291.2,150.6,-140.8,123,-2.21,1.14,-1.07
856,Adrian Caldwell,1171.8,-7.3,-5.3,-12.5,10.9,-0.62,-0.45,-1.07
857,Jason Lawson,155.4,-0.1,-1.6,-1.7,1.4,-0.08,-1,-1.07
858,Kwame Brown,25980,-260.7,-21.8,-278.5,241.1,-1,-0.08,-1.07
859,Steve Smith,20542.6,124.8,-339.2,-220.6,190.3,0.61,-1.65,-1.07
860,Paul Shirley,226,-1.4,-1.1,-2.4,2.1,-0.6,-0.51,-1.07
861,Billy Thomas,1036,1.1,-12.4,-11.2,9.5,0.11,-1.2,-1.08
862,Viktor Khryapa,4369,5.4,-51.8,-47.3,40.1,0.12,-1.19,-1.08
863,J.J. Redick,22533,76.5,-316.6,-244.5,206.1,0.34,-1.41,-1.09
864,Donnell Harvey,6291,-92.6,26.1,-68.5,57.4,-1.47,0.41,-1.09
865,Mo Williams,43866,-83.8,-370.3,-477.5,399.8,-0.19,-0.84,-1.09
866,Ashraf Amaya,300.6,-2.7,-0.5,-3.3,2.7,-0.91,-0.18,-1.09
867,Gerald Brown,453.7,-3.3,-1.6,-4.9,4.1,-0.73,-0.35,-1.09
868,James Southerland,12,-0.1,0,-0.1,0.1,-0.9,-0.2,-1.1
869,Elias Harris,49,-0.2,-0.3,-0.5,0.4,-0.5,-0.6,-1.1
870,Allen Crabbe,229,-1.4,-1.4,-2.5,2.1,-0.6,-0.6,-1.1
871,Mike Smith,350.5,-0.7,-3.1,-3.9,3.2,-0.2,-0.88,-1.1
872,Jordan Williams,1213.5,-2.4,-10.9,-13.3,10.9,-0.2,-0.9,-1.1
873,Trey Burke,5883,47.1,-111.8,-64.7,52.9,0.8,-1.9,-1.1
874,Lee Nailon,11120,-71.2,-48.7,-123.9,98.5,-0.64,-0.44,-1.11
875,George McCloud,19784.7,59.4,-277.9,-221.4,174.3,0.3,-1.4,-1.12
876,Dana Barros,12617.1,-47.1,-94.5,-141.7,110.6,-0.37,-0.75,-1.12
877,Antoine Carr,6646.3,-78.2,3.5,-74.6,58.3,-1.18,0.05,-1.12
878,Alonzo Gee,13139.5,-168,20.2,-147.9,114.9,-1.28,0.15,-1.13
879,Arron Afflalo,30250.5,-201.5,-152.3,-342.3,262.7,-0.67,-0.5,-1.13
880,Ryan Humphrey,1458.5,-23,6.8,-16.5,12.6,-1.58,0.47,-1.13
881,Jonas Jerebko,9519,-80.1,-25.4,-108.1,82.2,-0.84,-0.27,-1.14
882,Donta Smith,1092.5,-1.1,-12.2,-12.4,9.4,-0.1,-1.12,-1.14
883,Ian Mahinmi,9741.5,-249,138.7,-111.2,83.6,-2.56,1.42,-1.14
884,Omri Casspi,14632,-178.9,14.8,-167.8,124.9,-1.22,0.1,-1.15
885,Ronnie Price,10071.5,-200,86.5,-115.6,85.8,-1.99,0.86,-1.15
886,Quinton Ross,16501.5,-306.9,126.7,-189.4,140.6,-1.86,0.77,-1.15
887,Jerome Allen,1850.9,-6.8,-14.4,-21.3,15.7,-0.37,-0.78,-1.15
888,Ron Mercer,26420.8,-129,-175.8,-304.9,223.5,-0.49,-0.67,-1.15
889,Kyle Singler,10414,-144.2,23.6,-120.6,87.7,-1.38,0.23,-1.16
890,Donald Royal,2362.9,-25.3,-2.2,-27.4,19.8,-1.07,-0.09,-1.16
891,Joseph Forte,232.5,-2.2,-0.5,-2.7,1.9,-0.94,-0.23,-1.17
892,Marty Conlon,3911.2,11.4,-57.1,-45.7,32.5,0.29,-1.46,-1.17
893,Sedale Threatt,1155.5,-4.9,-8.7,-13.5,9.6,-0.42,-0.75,-1.17
894,Carl Landry,19673,-16.7,-212.5,-231.3,162.2,-0.08,-1.08,-1.18
895,Chris Robinson,2119.1,11.7,-36.6,-24.9,17.4,0.55,-1.73,-1.18
896,Kenny Satterfield,1985,-19.2,-4.2,-23.4,16.3,-0.97,-0.21,-1.18
897,Fred Vinson,81.5,-0.8,-0.2,-1,0.7,-0.93,-0.25,-1.18
898,Aleksandar Radojevic,296.9,-3.3,-0.2,-3.5,2.4,-1.11,-0.08,-1.19
899,Rafael Addison,695.6,-0.3,-8,-8.3,5.6,-0.04,-1.15,-1.19
900,Louis Amundson,9144.5,-136.8,29.8,-109.2,73.7,-1.5,0.33,-1.19
901,Sharrod Ford,26.5,-0.1,-0.2,-0.3,0.2,-0.49,-0.71,-1.2
902,Corsley Edwards,199,-1.8,-0.6,-2.4,1.6,-0.9,-0.3,-1.2
903,Jamaal Franklin,567,-6.8,-0.6,-6.8,4.5,-1.2,-0.1,-1.2
904,Anthony Peeler,30460.5,-85.3,-271.1,-365.9,243.3,-0.28,-0.89,-1.2
905,Anthony Avent,848.4,-6.2,-4,-10.2,6.8,-0.73,-0.47,-1.2
906,Jimmy Oliver,134.5,-0.8,-0.8,-1.6,1.1,-0.62,-0.6,-1.21
907,Aaron Gray,7726,-70.6,-23.9,-93.8,60.7,-0.91,-0.31,-1.21
908,Rick Hughes,474.4,-1.1,-4.6,-5.8,3.7,-0.24,-0.98,-1.22
909,Eddie Johnson,5429.9,29.1,-95.4,-66.4,42.2,0.54,-1.76,-1.22
910,P.J. Tucker,10724.5,-85.4,-53,-131.3,83.2,-0.8,-0.49,-1.22
911,Alex Garcia,286,-2.7,-0.8,-3.5,2.2,-0.95,-0.28,-1.22
912,Todd Fuller,5224,-3.6,-60.4,-64,40.5,-0.07,-1.16,-1.23
913,Jannero Pargo,14966,-260.3,75.7,-184.7,114.6,-1.74,0.51,-1.23
914,Tariq Abdul-Wahad,10211.1,-91.3,-35.4,-126.1,78.1,-0.89,-0.35,-1.24
915,Garrett Temple,5034,-74.5,11.6,-62.3,38.4,-1.48,0.23,-1.24
916,DeMar Derozan,26098,-144.8,-169.1,-323.6,198.4,-0.55,-0.65,-1.24
917,Malcolm Thomas,215,-1.6,-1.1,-2.7,1.6,-0.75,-0.5,-1.25
918,Felipe Lopez,8121.7,-44.3,-53.9,-101.3,61.2,-0.55,-0.66,-1.25
919,Mike Harris,1391.5,-16,-1.2,-17.4,10.4,-1.15,-0.09,-1.25
920,Derrick Favors,14702,-308.2,121.3,-183.7,110.3,-2.1,0.83,-1.25
921,Kemba Walker,15692,-211,14.3,-196.7,117.2,-1.34,0.09,-1.25
922,Martin Muursepp,1882.7,-12.6,-11.1,-23.7,14,-0.67,-0.59,-1.26
923,Sasha Vujacic,16348,30.4,-234.3,-206.5,120.5,0.19,-1.43,-1.26
924,Adonal Foyle,25492.6,-609.2,288.7,-323.6,186.2,-2.39,1.13,-1.27
925,Stephen Graham,5588,-95,25.1,-71,40.8,-1.7,0.45,-1.27
926,Jahidi White,11269,-90.1,-55.2,-143.2,82.2,-0.8,-0.49,-1.27
927,Kenny Thomas,34155.6,-316.2,-131.7,-434.3,248.8,-0.93,-0.39,-1.27
928,Tim Legler,1854.4,-6.9,-16.7,-23.6,13.5,-0.37,-0.9,-1.27
929,Jordan Farmar,20347.5,-155,-101,-259.4,147.6,-0.76,-0.5,-1.27
930,Michael Ruffin,11637.2,-96.9,-50.8,-148.4,84.4,-0.83,-0.44,-1.27
931,Harold Jamison,478,-1.2,-5.2,-6.1,3.4,-0.25,-1.09,-1.28
